5.987	5.279	4.901	4.082	3.267	2.425	1.664	0.876	0.122	-0.581	-1.173	-2.003
1.519	1.92	2.168	2.289	2.083	1.701	1.246	0.695	0.108	-0.566	-1.146	-1.964
1.776	1.381	1.293	1.151	0.961	0.763	0.541	0.289	-0.001	-0.54	-1.123	-1.928
2.784	1.98	1.711	1.308	0.982	0.694	0.453	0.216	-0.035	-0.572	-1.104	-1.921
1.258	1.319	1.337	1.242	1.025	0.781	0.513	0.246	-0.036	-0.582	-1.104	-1.899
0.534	0.393	0.469	0.532	0.466	0.381	0.249	0.108	-0.071	-0.584	-1.106	-1.88
0.301	0.296	0.335	0.373	0.294	0.223	0.124	0.038	-0.088	-0.592	-1.114	-1.877
-0.029	-0.015	0.044	0.126	0.109	0.09	0.04	-0.01	-0.115	-0.623	-1.151	-1.88
0.648	0.215	0.184	0.135	0.058	0.024	-0.018	-0.038	-0.141	-0.629	-1.146	-1.885
2.777	1.242	0.983	0.635	0.392	0.228	0.091	0.003	-0.162	-0.662	-1.147	-1.88
4.032	2.525	2.075	1.48	1.04	0.669	0.369	0.093	-0.194	-0.66	-1.157	-1.881
4.749	3.181	2.675	1.989	1.466	0.981	0.574	0.159	-0.195	-0.68	-1.185	-1.881
6.7	4.798	4.072	2.984	2.177	1.451	0.856	0.271	-0.187	-0.667	-1.163	-1.847
7.133	5.486	4.806	3.663	2.76	1.891	1.16	0.4	-0.152	-0.658	-1.143	-1.837
4.563	4.088	3.886	3.308	2.637	1.901	1.23	0.474	-0.129	-0.642	-1.139	-1.832
2.187	1.839	1.787	1.658	1.415	1.089	0.731	0.292	-0.115	-0.621	-1.106	-1.799
2.939	2.164	1.889	1.468	1.104	0.78	0.483	0.165	-0.142	-0.619	-1.104	-1.783
4.175	2.785	2.284	1.665	1.22	0.832	0.504	0.167	-0.153	-0.62	-1.105	-1.757
6.362	4.626	3.893	2.82	2.046	1.377	0.845	0.309	-0.135	-0.62	-1.098	-1.757
5.574	4.643	4.214	3.38	2.623	1.856	1.2	0.486	-0.114	-0.602	-1.065	-1.745
4.546	3.816	3.499	2.874	2.264	1.65	1.08	0.462	-0.089	-0.581	-1.067	-1.717
5.426	3.958	3.433	2.646	2.028	1.464	0.963	0.419	-0.074	-0.575	-1.031	-1.704
7.673	5.62	4.773	3.523	2.618	1.833	1.196	0.519	-0.066	-0.544	-1.026	-1.676
8.565	6.745	5.889	4.517	3.452	2.467	1.649	0.777	-0.005	-0.542	-1.009	-1.666
7.686	6.336	5.681	4.559	3.599	2.659	1.829	0.929	0.085	-0.509	-0.986	-1.636
7.094	5.892	5.334	4.324	3.44	2.576	1.805	0.961	0.167	-0.487	-0.953	-1.616
6.168	5.257	4.785	3.936	3.166	2.402	1.698	0.943	0.221	-0.462	-0.928	-1.592
6.23	5.128	4.591	3.69	2.929	2.211	1.563	0.884	0.234	-0.424	-0.907	-1.555
5.629	4.367	3.958	3.299	2.676	2.058	1.476	0.85	0.25	-0.413	-0.874	-1.531
5.329	4.351	3.883	3.155	2.537	1.947	1.401	0.816	0.258	-0.385	-0.867	-1.515
5.242	4.43	4.016	3.275	2.62	1.994	1.424	0.839	0.271	-0.382	-0.833	-1.48
1.077	1.638	1.878	1.998	1.822	1.52	1.152	0.708	0.249	-0.35	-0.829	-1.473
0.725	0.681	0.736	0.777	0.708	0.606	0.453	0.284	0.064	-0.349	-0.805	-1.435
0.009	0.144	0.254	0.367	0.329	0.291	0.205	0.113	-0.014	-0.349	-0.789	-1.435
0.763	0.451	0.317	0.218	0.131	0.095	0.046	0.016	-0.044	-0.384	-0.796	-1.435
0.57	0.595	0.596	0.546	0.414	0.302	0.179	0.088	-0.038	-0.386	-0.825	-1.427
0.027	0.038	0.068	0.139	0.116	0.105	0.059	0.025	-0.05	-0.386	-0.83	-1.403
1.482	0.778	0.561	0.323	0.153	0.082	0.022	-0.01	-0.071	-0.404	-0.829	-1.395
-0.072	0.089	0.228	0.343	0.307	0.246	0.149	0.061	-0.049	-0.425	-0.829	-1.395
-0.159	-0.16	-0.054	0.035	0.019	0.023	-0.003	-0.022	-0.076	-0.425	-0.828	-1.395
-0.29	-0.184	-0.091	-0.022	-0.035	-0.034	-0.039	-0.038	-0.076	-0.428	-0.828	-1.395
-0.376	-0.189	-0.105	-0.048	-0.068	-0.045	-0.039	-0.038	-0.076	-0.464	-0.843	-1.395
-0.696	-0.292	-0.13	-0.048	-0.068	-0.045	-0.039	-0.038	-0.104	-0.464	-0.868	-1.398
-1.833	-0.583	-0.21	-0.049	-0.068	-0.045	-0.043	-0.038	-0.115	-0.476	-0.869	-1.422
-1.143	-0.525	-0.219	-0.059	-0.068	-0.045	-0.054	-0.038	-0.115	-0.503	-0.868	-1.435
-0.388	-0.247	-0.137	-0.048	-0.068	-0.045	-0.047	-0.038	-0.149	-0.503	-0.873	-1.435
-0.132	-0.145	-0.101	-0.048	-0.068	-0.045	-0.058	-0.038	-0.154	-0.525	-0.908	-1.435
-0.042	-0.11	-0.085	-0.048	-0.068	-0.045	-0.071	-0.038	-0.184	-0.543	-0.908	-1.435
-0.159	-0.121	-0.085	-0.048	-0.068	-0.045	-0.071	-0.038	-0.193	-0.544	-0.908	-1.435
-0.096	-0.123	-0.085	-0.048	-0.068	-0.045	-0.078	-0.043	-0.21	-0.579	-0.932	-1.435
-0.39	-0.206	-0.112	-0.048	-0.068	-0.045	-0.078	-0.072	-0.231	-0.582	-0.947	-1.436
-1.614	-0.533	-0.221	-0.054	-0.068	-0.045	-0.078	-0.077	-0.256	-0.605	-0.948	-1.474
-1.515	-0.722	-0.341	-0.085	-0.066	-0.044	-0.076	-0.075	-0.269	-0.62	-0.961	-1.474
-0.792	-0.43	-0.253	-0.08	-0.068	-0.045	-0.078	-0.086	-0.28	-0.621	-0.987	-1.476
-0.81	-0.391	-0.229	-0.086	-0.068	-0.048	-0.078	-0.115	-0.309	-0.649	-0.987	-1.476
-0.953	-0.474	-0.271	-0.086	-0.068	-0.063	-0.078	-0.118	-0.317	-0.66	-0.987	-1.476
-0.562	-0.371	-0.243	-0.086	-0.068	-0.074	-0.078	-0.154	-0.348	-0.663	-1.023	-1.477
-1.094	-0.493	-0.294	-0.086	-0.081	-0.084	-0.078	-0.165	-0.353	-0.7	-1.026	-1.511
-1.234	-0.703	-0.438	-0.122	-0.106	-0.084	-0.078	-0.192	-0.387	-0.7	-1.029	-1.516
-0.631	-0.485	-0.354	-0.125	-0.106	-0.084	-0.081	-0.223	-0.408	-0.732	-1.066	-1.516
-0.125	-0.237	-0.216	-0.101	-0.106	-0.084	-0.116	-0.259	-0.441	-0.752	-1.068	-1.518
-0.649	-0.265	-0.182	-0.086	-0.106	-0.084	-0.139	-0.301	-0.48	-0.783	-1.104	-1.554
-5.116	-2.445	-1.489	-0.549	-0.218	-0.118	-0.193	-0.358	-0.528	-0.819	-1.13	-1.56
-5.255	-3.638	-2.878	-1.721	-0.767	-0.257	-0.249	-0.405	-0.57	-0.858	-1.156	-1.597
-4.733	-3.608	-3.081	-2.208	-1.494	-0.792	-0.504	-0.55	-0.676	-0.922	-1.2	-1.611
-6.768	-5.031	-4.292	-3.303	-2.486	-1.743	-1.245	-1.084	-1.077	-1.151	-1.347	-1.693
-7.481	-6.2	-5.586	-4.725	-3.822	-2.972	-2.291	-1.976	-1.835	-1.675	-1.701	-1.889
-6.067	-5.661	-5.392	-4.895	-4.311	-3.621	-3.074	-2.765	-2.592	-2.313	-2.21	-2.223
-8.196	-6.554	-5.895	-5.139	-4.491	-3.891	-3.414	-3.164	-3.027	-2.778	-2.652	-2.589
-12.94	-10.546	-9.431	-8.068	-6.769	-5.585	-4.506	-4.017	-3.742	-3.309	-3.087	-2.931
-12.603	-11.14	-10.381	-9.344	-8.165	-6.976	-5.836	-5.246	-4.863	-4.207	-3.795	-3.423
-12.472	-11.29	-10.642	-9.75	-8.696	-7.637	-6.626	-6.075	-5.699	-5.022	-4.544	-4.033
-12.088	-11.039	-10.487	-9.721	-8.864	-7.925	-7.096	-6.619	-6.28	-5.64	-5.163	-4.593
-10.967	-10.574	-10.25	-9.677	-9.003	-8.16	-7.45	-7.021	-6.714	-6.109	-5.648	-5.071
-10.048	-9.69	-9.436	-8.987	-8.5	-7.931	-7.428	-7.125	-6.892	-6.402	-6.001	-5.463
-9.351	-9.191	-9.021	-8.676	-8.318	-7.847	-7.434	-7.167	-6.972	-6.557	-6.213	-5.733
-9.991	-9.474	-9.146	-8.655	-8.244	-7.787	-7.397	-7.157	-7.003	-6.646	-6.356	-5.939
-9.898	-9.699	-9.496	-9.078	-8.649	-8.128	-7.679	-7.395	-7.212	-6.818	-6.519	-6.106
-8.833	-8.772	-8.689	-8.455	-8.225	-7.912	-7.624	-7.424	-7.292	-6.967	-6.688	-6.291
-8.407	-8.321	-8.246	-8.054	-7.882	-7.651	-7.439	-7.296	-7.202	-6.951	-6.753	-6.411
-8.134	-8.023	-7.948	-7.781	-7.642	-7.458	-7.294	-7.176	-7.106	-6.906	-6.755	-6.467
-8.57	-8.344	-8.203	-7.933	-7.718	-7.476	-7.262	-7.142	-7.072	-6.894	-6.737	-6.497
-8.203	-8.05	-7.892	-7.684	-7.558	-7.393	-7.243	-7.133	-7.068	-6.894	-6.755	-6.545
-10.095	-9.73	-9.319	-8.729	-8.312	-7.861	-7.492	-7.296	-7.189	-6.956	-6.805	-6.599
-9.718	-9.398	-9.175	-8.782	-8.468	-8.105	-7.77	-7.568	-7.448	-7.173	-6.976	-6.71
-11.474	-10.702	-10.245	-9.577	-9.075	-8.529	-8.056	-7.809	-7.654	-7.349	-7.134	-6.849
-11.85	-11.312	-10.91	-10.246	-9.719	-9.111	-8.552	-8.24	-8.039	-7.652	-7.382	-7.03
-10.18	-10.173	-10.08	-9.806	-9.497	-9.102	-8.716	-8.463	-8.281	-7.922	-7.64	-7.252
-9.27	-9.272	-9.22	-9.063	-8.9	-8.696	-8.474	-8.327	-8.23	-7.962	-7.754	-7.406
-9.296	-9.166	-9.058	-8.847	-8.671	-8.479	-8.295	-8.173	-8.108	-7.9	-7.728	-7.459
-9.595	-9.339	-9.178	-8.912	-8.704	-8.483	-8.281	-8.142	-8.079	-7.866	-7.718	-7.491
-10.885	-10.343	-10.024	-9.536	-9.161	-8.783	-8.46	-8.282	-8.174	-7.952	-7.784	-7.543
-11.603	-11.189	-10.886	-10.361	-9.886	-9.371	-8.911	-8.657	-8.499	-8.178	-7.949	-7.654
-9.986	-10.096	-10.076	-9.904	-9.676	-9.375	-9.074	-8.873	-8.731	-8.42	-8.175	-7.832
-9.636	-9.488	-9.404	-9.237	-9.105	-8.967	-8.8	-8.696	-8.629	-8.425	-8.25	-7.957
-10.999	-10.483	-10.195	-9.76	-9.445	-9.124	-8.848	-8.695	-8.616	-8.409	-8.249	-7.99
-11.774	-11.255	-10.941	-10.437	-10.012	-9.569	-9.182	-8.961	-8.832	-8.554	-8.354	-8.068
-12.385	-11.815	-11.481	-10.94	-10.471	-9.968	-9.525	-9.275	-9.118	-8.787	-8.548	-8.218
-12.938	-12.328	-11.972	-11.396	-10.894	-10.349	-9.858	-9.587	-9.411	-9.044	-8.77	-8.404
-14.54	-13.64	-13.114	-12.366	-11.662	-10.948	-10.327	-9.983	-9.771	-9.341	-9.028	-8.61
-15.512	-14.548	-13.994	-13.191	-12.401	-11.618	-10.895	-10.51	-10.252	-9.734	-9.362	-8.876
-15.196	-14.724	-14.351	-13.7	-12.982	-12.198	-11.455	-11.03	-10.746	-10.179	-9.744	-9.183
-13.763	-13.546	-13.361	-12.962	-12.533	-12.006	-11.497	-11.187	-10.969	-10.467	-10.058	-9.481
-13.2	-12.964	-12.795	-12.454	-12.111	-11.719	-11.33	-11.088	-10.921	-10.513	-10.18	-9.669
-12.428	-12.349	-12.256	-12.017	-11.765	-11.461	-11.16	-10.966	-10.832	-10.502	-10.19	-9.763
-11.96	-11.869	-11.789	-11.588	-11.392	-11.173	-10.939	-10.792	-10.691	-10.424	-10.183	-9.799
-11.83	-11.667	-11.566	-11.354	-11.167	-10.974	-10.769	-10.643	-10.562	-10.329	-10.129	-9.796
-12.632	-12.24	-12.008	-11.643	-11.338	-11.048	-10.771	-10.617	-10.518	-10.296	-10.091	-9.796
-12.968	-12.578	-12.372	-11.988	-11.633	-11.276	-10.943	-10.748	-10.63	-10.355	-10.137	-9.82
-13.56	-13.137	-12.879	-12.412	-11.989	-11.552	-11.152	-10.936	-10.793	-10.478	-10.244	-9.894
-13.273	-12.911	-12.694	-12.333	-11.993	-11.628	-11.303	-11.085	-10.938	-10.629	-10.371	-10.007
-13.885	-13.433	-13.172	-12.715	-12.291	-11.842	-11.436	-11.204	-11.059	-10.731	-10.478	-10.108
-14.147	-13.698	-13.423	-12.963	-12.522	-12.06	-11.632	-11.391	-11.231	-10.889	-10.616	-10.225
-14.515	-13.944	-13.636	-13.134	-12.696	-12.226	-11.799	-11.555	-11.396	-11.044	-10.766	-10.358
-15.95	-15.171	-14.698	-13.999	-13.377	-12.732	-12.157	-11.854	-11.648	-11.241	-10.931	-10.502
-17.168	-16.263	-15.714	-14.931	-14.168	-13.395	-12.699	-12.322	-12.076	-11.575	-11.201	-10.699
-17.748	-16.928	-16.407	-15.634	-14.846	-14.027	-13.258	-12.84	-12.553	-11.987	-11.552	-10.97
-17.766	-17.079	-16.636	-15.925	-15.205	-14.415	-13.668	-13.248	-12.962	-12.374	-11.907	-11.278
-18.324	-17.508	-17.013	-16.246	-15.494	-14.709	-13.965	-13.553	-13.267	-12.684	-12.211	-11.558
-18.035	-17.475	-17.101	-16.429	-15.749	-14.99	-14.274	-13.864	-13.573	-12.982	-12.499	-11.818
-16.237	-16.14	-16.008	-15.653	-15.246	-14.751	-14.235	-13.917	-13.69	-13.147	-12.707	-12.049
-17.216	-16.549	-16.154	-15.571	-15.058	-14.549	-14.052	-13.76	-13.572	-13.146	-12.741	-12.181
-19.1	-18.086	-17.505	-16.641	-15.911	-15.126	-14.399	-14.018	-13.762	-13.244	-12.839	-12.249
-21.094	-19.903	-19.178	-18.1	-17.176	-16.13	-15.135	-14.621	-14.287	-13.638	-13.127	-12.45
-22.195	-21.072	-20.338	-19.218	-18.234	-17.075	-15.96	-15.366	-14.968	-14.193	-13.592	-12.796
-22.325	-21.423	-20.808	-19.795	-18.843	-17.711	-16.606	-16.014	-15.585	-14.762	-14.104	-13.216
-20.801	-20.415	-20.058	-19.372	-18.629	-17.756	-16.86	-16.353	-15.964	-15.197	-14.543	-13.629
-21.176	-20.387	-19.891	-19.116	-18.381	-17.592	-16.792	-16.341	-16.016	-15.343	-14.767	-13.911
-22.505	-21.447	-20.816	-19.849	-18.959	-18.006	-17.059	-16.567	-16.218	-15.507	-14.915	-14.08
-22.945	-22.101	-21.542	-20.617	-19.635	-18.637	-17.596	-17.042	-16.65	-15.869	-15.234	-14.354
-22.133	-21.434	-20.984	-20.254	-19.465	-18.621	-17.766	-17.269	-16.918	-16.188	-15.552	-14.651
-23.36	-22.343	-21.74	-20.836	-19.851	-18.936	-17.98	-17.471	-17.098	-16.366	-15.746	-14.872
-24.418	-23.302	-22.636	-21.652	-20.547	-19.536	-18.451	-17.89	-17.493	-16.692	-16.035	-15.113
-25.096	-24.004	-23.33	-22.332	-21.192	-20.139	-18.985	-18.388	-17.953	-17.101	-16.4	-15.429
-25.43	-24.406	-23.746	-22.784	-21.653	-20.594	-19.442	-18.838	-18.396	-17.517	-16.782	-15.769
-26.009	-24.909	-24.237	-23.235	-22.075	-21.014	-19.844	-19.231	-18.786	-17.9	-17.154	-16.101
-26.385	-25.37	-24.708	-23.709	-22.54	-21.468	-20.274	-19.645	-19.185	-18.281	-17.512	-16.44
-26.605	-25.62	-24.993	-24.023	-22.873	-21.807	-20.632	-20.013	-19.552	-18.638	-17.869	-16.774
-26.49	-25.623	-25.053	-24.134	-23.059	-22.018	-20.914	-20.304	-19.853	-18.957	-18.183	-17.089
-25.636	-25.134	-24.722	-23.976	-23.062	-22.094	-21.069	-20.503	-20.076	-19.214	-18.461	-17.378
-23.222	-23.039	-22.868	-22.449	-21.928	-21.347	-20.688	-20.288	-19.971	-19.258	-18.605	-17.581
-24.09	-23.374	-22.957	-22.331	-21.643	-20.976	-20.309	-19.912	-19.658	-19.035	-18.491	-17.585
-24.243	-23.533	-23.092	-22.414	-21.725	-21.027	-20.308	-19.887	-19.633	-19.002	-18.467	-17.596
-25.574	-24.659	-24.07	-23.175	-22.329	-21.456	-20.555	-20.081	-19.745	-19.065	-18.495	-17.657
-25.642	-24.897	-24.406	-23.58	-22.756	-21.853	-20.915	-20.418	-20.067	-19.324	-18.706	-17.808
-25.799	-25.099	-24.593	-23.752	-22.939	-22.057	-21.134	-20.643	-20.282	-19.536	-18.909	-18
-24.951	-24.464	-24.089	-23.441	-22.744	-22.007	-21.21	-20.75	-20.43	-19.73	-19.104	-18.188
-24.667	-24.228	-23.874	-23.259	-22.59	-21.878	-21.138	-20.745	-20.428	-19.768	-19.178	-18.315
-24.338	-23.778	-23.411	-22.822	-22.222	-21.62	-20.974	-20.611	-20.333	-19.735	-19.208	-18.368
-26.262	-25.246	-24.632	-23.708	-22.872	-22.014	-21.138	-20.691	-20.377	-19.733	-19.207	-18.39
-26.031	-25.499	-25.078	-24.309	-23.479	-22.589	-21.64	-21.137	-20.774	-20.039	-19.429	-18.558
-23.935	-23.804	-23.652	-23.211	-22.69	-22.137	-21.492	-21.116	-20.829	-20.196	-19.6	-18.756
-21.82	-21.964	-21.969	-21.817	-21.57	-21.302	-20.917	-20.674	-20.481	-19.998	-19.535	-18.794
-20.422	-20.574	-20.624	-20.587	-20.475	-20.408	-20.196	-20.055	-19.944	-19.611	-19.272	-18.668
-21.397	-21.12	-20.967	-20.63	-20.326	-20.103	-19.782	-19.643	-19.529	-19.237	-18.949	-18.447
-22.317	-21.695	-21.384	-20.898	-20.466	-20.124	-19.73	-19.529	-19.384	-19.054	-18.78	-18.285
-24.3	-23.364	-22.846	-22.066	-21.366	-20.729	-20.068	-19.741	-19.53	-19.08	-18.733	-18.216
-25.177	-24.351	-23.82	-23.018	-22.221	-21.434	-20.625	-20.208	-19.928	-19.37	-18.924	-18.289
-24.396	-23.894	-23.531	-22.932	-22.268	-21.605	-20.889	-20.512	-20.252	-19.662	-19.179	-18.487
-24.059	-23.594	-23.279	-22.732	-22.142	-21.563	-20.927	-20.589	-20.337	-19.782	-19.327	-18.632
-24.074	-23.55	-23.213	-22.639	-22.064	-21.494	-20.877	-20.591	-20.358	-19.842	-19.382	-18.725
-24.923	-24.201	-23.746	-23.048	-22.366	-21.707	-21.021	-20.658	-20.402	-19.868	-19.443	-18.767
-26.079	-25.084	-24.512	-23.676	-22.872	-22.119	-21.315	-20.905	-20.626	-20.043	-19.561	-18.867
-27.772	-26.599	-25.908	-24.874	-23.897	-22.936	-21.908	-21.406	-21.05	-20.364	-19.811	-19.046
-28.775	-27.655	-26.956	-25.877	-24.834	-23.754	-22.607	-22.029	-21.625	-20.836	-20.2	-19.332
-29.053	-28.05	-27.402	-26.388	-25.346	-24.288	-23.148	-22.561	-22.137	-21.31	-20.611	-19.675
-28.795	-27.972	-27.41	-26.541	-25.518	-24.538	-23.483	-22.922	-22.509	-21.685	-20.986	-20.003
-28.203	-27.545	-27.096	-26.344	-25.474	-24.549	-23.622	-23.112	-22.721	-21.933	-21.259	-20.29
-27.296	-26.735	-26.384	-25.757	-25.039	-24.322	-23.533	-23.089	-22.769	-22.062	-21.435	-20.504
-27.385	-26.688	-26.264	-25.606	-24.853	-24.164	-23.372	-22.982	-22.672	-21.995	-21.462	-20.592
-27.67	-26.89	-26.418	-25.686	-24.923	-24.213	-23.41	-23.003	-22.715	-22.067	-21.507	-20.668
-28.042	-27.329	-26.88	-26.106	-25.286	-24.506	-23.631	-23.176	-22.856	-22.182	-21.596	-20.757
-28.345	-27.483	-26.983	-26.199	-25.375	-24.611	-23.765	-23.314	-23.001	-22.323	-21.748	-20.895
-26.998	-26.704	-26.454	-25.93	-25.267	-24.598	-23.852	-23.429	-23.134	-22.477	-21.88	-21.044
-25.205	-25.183	-25.101	-24.795	-24.39	-23.988	-23.476	-23.18	-22.95	-22.408	-21.895	-21.131
-24.101	-24.089	-24.032	-23.816	-23.544	-23.294	-22.934	-22.723	-22.561	-22.139	-21.738	-21.067
-23.527	-23.388	-23.311	-23.098	-22.867	-22.708	-22.422	-22.268	-22.14	-21.812	-21.489	-20.913
-23.019	-23.03	-23	-22.812	-22.579	-22.403	-22.121	-21.956	-21.842	-21.531	-21.241	-20.737
-22.847	-22.69	-22.603	-22.384	-22.186	-22.032	-21.768	-21.645	-21.552	-21.285	-21.03	-20.574
-24.306	-23.635	-23.317	-22.82	-22.399	-22.072	-21.707	-21.494	-21.388	-21.109	-20.851	-20.422
-26.848	-25.771	-25.198	-24.401	-23.593	-22.865	-22.176	-21.841	-21.614	-21.174	-20.838	-20.331
-28.06	-27.059	-26.485	-25.63	-24.705	-23.812	-22.925	-22.47	-22.169	-21.569	-21.108	-20.479
-26.984	-26.588	-26.275	-25.694	-24.958	-24.191	-23.376	-22.953	-22.646	-21.998	-21.473	-20.754
-27.207	-26.397	-25.959	-25.331	-24.63	-23.98	-23.306	-22.941	-22.686	-22.12	-21.648	-20.932
-27.008	-26.6	-26.323	-25.759	-25.034	-24.322	-23.57	-23.181	-22.876	-22.281	-21.791	-21.076
-25.564	-25.32	-25.154	-24.786	-24.316	-23.884	-23.368	-23.08	-22.855	-22.344	-21.9	-21.204
-24.516	-24.44	-24.361	-24.087	-23.758	-23.448	-23.051	-22.812	-22.643	-22.227	-21.832	-21.212
-24.296	-24.081	-23.933	-23.635	-23.32	-23.076	-22.695	-22.507	-22.37	-22.017	-21.7	-21.152
-24.613	-24.268	-24.064	-23.67	-23.296	-22.96	-22.581	-22.355	-22.209	-21.852	-21.549	-21.036
-25.59	-25.03	-24.724	-24.216	-23.66	-23.174	-22.67	-22.407	-22.226	-21.834	-21.491	-21.014
-25.947	-25.476	-25.176	-24.684	-24.068	-23.528	-22.943	-22.639	-22.428	-21.965	-21.59	-21.028
-27.575	-26.646	-26.151	-25.436	-24.66	-23.971	-23.259	-22.905	-22.659	-22.145	-21.735	-21.13
-28.074	-27.293	-26.823	-26.097	-25.277	-24.534	-23.723	-23.309	-23.03	-22.442	-21.964	-21.29
-28.076	-27.423	-26.992	-26.288	-25.533	-24.827	-24.032	-23.619	-23.322	-22.72	-22.21	-21.5
-28.157	-27.542	-27.104	-26.428	-25.692	-24.983	-24.219	-23.82	-23.535	-22.927	-22.424	-21.687
-29.421	-28.427	-27.847	-26.98	-26.139	-25.342	-24.488	-24.056	-23.747	-23.124	-22.614	-21.859
-30.936	-29.866	-29.208	-28.195	-27.16	-26.164	-25.096	-24.563	-24.201	-23.467	-22.878	-22.066
-30.008	-29.44	-29.025	-28.325	-27.412	-26.499	-25.517	-25.039	-24.638	-23.879	-23.234	-22.356
-29.485	-28.823	-28.414	-27.769	-26.985	-26.264	-25.46	-25.014	-24.712	-24.047	-23.459	-22.597
-30.634	-29.718	-29.176	-28.308	-27.415	-26.564	-25.647	-25.176	-24.844	-24.171	-23.579	-22.748
-30.36	-29.647	-29.192	-28.447	-27.604	-26.832	-25.913	-25.445	-25.099	-24.394	-23.799	-22.927
-31.239	-30.294	-29.714	-28.831	-27.931	-27.065	-26.115	-25.631	-25.283	-24.575	-23.968	-23.11
-31.57	-30.781	-30.265	-29.39	-28.45	-27.506	-26.491	-25.973	-25.589	-24.829	-24.201	-23.298
-30.242	-29.785	-29.467	-28.883	-28.105	-27.377	-26.551	-26.08	-25.78	-25.042	-24.415	-23.509
-29.886	-29.393	-29.076	-28.503	-27.79	-27.141	-26.372	-25.997	-25.685	-25.059	-24.511	-23.643
-28.863	-28.521	-28.315	-27.871	-27.302	-26.795	-26.182	-25.859	-25.598	-25.022	-24.508	-23.682
-29.353	-28.755	-28.413	-27.866	-27.225	-26.632	-26.024	-25.684	-25.465	-24.893	-24.442	-23.673
-30.481	-29.655	-29.174	-28.447	-27.638	-26.922	-26.152	-25.77	-25.491	-24.908	-24.437	-23.668
-29.92	-29.405	-29.056	-28.422	-27.736	-27.075	-26.327	-25.945	-25.649	-25.039	-24.52	-23.767
-30.3	-29.672	-29.273	-28.641	-27.863	-27.182	-26.401	-26.034	-25.739	-25.134	-24.626	-23.859
-28.766	-28.598	-28.434	-27.998	-27.478	-26.985	-26.367	-26.037	-25.784	-25.207	-24.741	-23.971
-28.706	-28.215	-27.926	-27.453	-26.947	-26.548	-26.013	-25.743	-25.55	-25.07	-24.645	-23.956
-28.299	-28.053	-27.856	-27.426	-26.94	-26.519	-25.978	-25.684	-25.48	-24.989	-24.559	-23.939
