"Date Time, GMT-09:00",5 cm ST (°C),10 cm ST (°C),20 cm ST (°C),30 cm ST (°C),50 cm ST (°C),100 cm ST (°C),125 cm ST (°C)
2022-12-05,1.5106875000000002,0.059437500000000004,0.10641666666666666,11.606,0.1635625,1.6953125,
2022-12-06,0.8973125,0.019416666666666665,0.10758333333333332,11.590499999999999,0.1765,1.724,
2022-12-07,-1.8934375,-0.724125,0.09649999999999999,11.643749999999999,0.19000000000000003,1.7583125,
2022-12-08,-3.6916875,-1.6743125,-0.15106250000000002,11.6845,0.182125,1.7988125000000001,
2022-12-09,-3.166,-1.8078958333333333,-0.5525833333333333,11.6959375,0.13441666666666666,1.8477500000000002,
2022-12-10,-0.5021666666666667,-0.6620208333333334,-0.3681666666666667,11.5174375,0.107,1.947875,
2022-12-11,0.14310416666666667,-0.18425,-0.07966666666666666,11.452083333333334,0.12566666666666668,2.0433958333333333,
2022-12-12,-4.118604166666667,-2.3854375,-0.6825208333333334,11.508833333333333,0.09949999999999999,2.1240625,
2022-12-13,-4.804729166666667,-3.106333333333333,-1.3036041666666667,11.500791666666666,-0.04647916666666666,2.284708333333333,
2022-12-14,-7.2386875,-4.7321875,-2.2165,11.633562500000002,-0.32383333333333336,2.5390416666666664,
2022-12-15,-7.133229166666666,-5.034625,-2.650395833333333,11.691416666666667,-0.5979583333333333,2.741375,
2022-12-16,-5.863083333333333,-4.4742291666666665,-2.617125,11.644833333333333,-0.7328125,2.9258333333333333,
2022-12-17,-5.4828125000000005,-4.3735625,-2.718,11.579,-0.9021458333333333,3.1155833333333334,
2022-12-18,-6.1879583333333334,-4.954354166666667,-3.0661666666666663,11.559729166666665,-1.1329791666666666,3.306770833333333,
2022-12-19,-6.84525,-5.632916666666667,-3.6127916666666664,11.530041666666667,-1.5020625,3.08,
2022-12-20,-8.181520833333334,-6.665833333333333,-4.325666666666667,2.5292083333333335,-1.9746666666666668,2.7718333333333334,
2022-12-21,-10.449833333333332,-8.4765625,-5.6285,-0.9823541666666666,-2.7931666666666666,2.6116041666666665,
2022-12-22,-8.3684375,-7.195270833333333,-5.180645833333333,-1.1316249999999999,-2.8871875,2.6730625,
2022-12-23,-7.788770833333333,-6.511583333333333,-4.535,-1.1466041666666666,-2.58025,3.0623541666666667,
2022-12-24,-11.949041666666666,-9.5068125,-6.268999999999999,-1.0565624999999998,-3.4974791666666665,3.6871458333333336,
2022-12-25,-10.386020833333333,-8.850020833333334,-6.574708333333334,-1.3385625,-4.1350625,4.0516041666666665,
2022-12-26,-8.763041666666666,-7.580916666666667,-5.679062500000001,-1.5048541666666668,-3.675395833333333,3.945145833333333,
2022-12-27,-7.520041666666667,-6.314,-4.717104166666666,-1.8970624999999999,-3.131104166666667,3.9829166666666667,
2022-12-28,-8.1505,-6.7575,-4.853791666666667,-2.0075,-3.129875,4.137145833333333,
2022-12-29,-8.111979166666666,-6.868770833333333,-5.1120833333333335,-2.2113541666666667,-3.4087083333333332,4.334833333333333,
2022-12-30,-7.391666666666667,-6.325125,-4.795375,-2.345479166666667,-3.272979166666667,4.7258125,
2022-12-31,-6.033041666666667,-5.25775,-4.0919375,-2.4276458333333335,-2.8817291666666667,5.0438125000000005,
2023-01-01,-6.3939375,-5.429354166666666,-4.0644583333333335,-2.4777916666666666,-2.8034166666666667,5.300708333333334,
2023-01-02,-5.562083333333334,-4.855270833333333,-3.7469375,-2.5357916666666664,-2.6515416666666667,5.36,
2023-01-03,-4.547208333333333,-4.0089375,-3.1638750000000004,-2.529145833333333,-2.2965416666666667,5.337791666666667,
2023-01-04,-3.8891666666666667,-3.415770833333333,-2.6724374999999996,-2.4814166666666666,-1.9449166666666666,5.268999999999999,
2023-01-05,-4.071770833333333,-3.447854166666667,-2.588270833333333,-2.4415416666666667,-1.82925,5.204458333333333,
2023-01-06,-4.351020833333333,-3.5887708333333332,-2.6216874999999997,-2.4300625,-1.816625,5.118729166666667,
2023-01-07,-5.3180625,-4.284020833333334,-3.0860625,-2.4741666666666666,-2.09375,4.9936875,
2023-01-08,-7.0054791666666665,-5.615875,-4.05575,-2.6503125,-2.743395833333333,4.7539375,
2023-01-09,-7.661479166666666,-6.366958333333333,-4.796958333333333,-2.941645833333333,-3.3651666666666666,4.578041666666667,
2023-01-10,-5.979875,-5.244104166666666,-4.22175,-3.1140000000000003,-3.1871458333333336,4.396583333333333,
2023-01-11,-4.77375,-4.1954375,-3.4204375000000002,-3.009604166666666,-2.6378333333333335,4.251416666666667,
2023-01-12,-5.011791666666666,-4.142791666666667,-3.144,-2.8497916666666665,-2.3261458333333334,4.23625,
2023-01-13,-6.8350625,-5.475437500000001,-3.9736875,-2.9576458333333338,-2.78525,4.176875,
2023-01-14,-5.3739375,-4.643291666666667,-3.7294375,-3.169375,-2.8320416666666666,4.1640625,
2023-01-15,-4.5785,-4.127875,-3.4094166666666665,-3.265875,-2.6759166666666663,4.155625,
2023-01-16,-4.2748125,-3.8358125,-3.193125,-3.3100416666666668,-2.532208333333333,4.1410625,
2023-01-17,-4.078416666666667,-3.5476041666666664,-2.8755208333333333,-3.2897916666666664,-2.313458333333333,4.112833333333334,
2023-01-18,-6.1035208333333335,-4.7874375,-3.418833333333333,-3.264041666666667,-2.4933125,4.126916666666667,
2023-01-19,-8.2523125,-6.386083333333333,-4.516125,-3.4812499999999997,-3.2133333333333334,4.114458333333333,
2023-01-20,-9.748625,-7.6336875,-5.5383125,-3.881979166666667,-4.0243125,3.771354166666667,
2023-01-21,-10.1509375,-8.279479166666667,-6.300979166666667,-4.3531875,-4.763208333333333,3.5352916666666663,
2023-01-22,-9.7679375,-8.3660625,-6.734625,-4.895020833333334,-5.308895833333334,3.3386875000000003,
2023-01-23,-12.187375000000001,-10.309,-8.252458333333333,-5.6124583333333335,-6.4898750000000005,3.1925416666666666,
2023-01-24,-12.495520833333332,-10.891166666666665,-9.054604166666666,-6.434479166666667,-7.375354166666667,2.775520833333333,
2023-01-25,-12.776625000000001,-10.972875,-9.139645833333335,-6.919999999999999,-7.6044374999999995,0.7149583333333333,
2023-01-26,-10.466270833333333,-9.72375,-8.652854166666666,-7.2601458333333335,-7.526166666666668,-0.8931041666666667,
2023-01-27,-7.3855625,-7.363416666666667,-7.017354166666666,-7.1246875,-6.499395833333334,-1.6164791666666665,
2023-01-28,-5.8746875,-5.947395833333334,-5.772333333333333,-6.6060625,-5.4734375,-1.9293541666666665,
2023-01-29,-3.992854166666667,-4.364458333333333,-4.532104166666667,-6.0611875,-4.4926875,-2.0566875000000002,
2023-01-30,-0.25475,-0.9863958333333334,-2.0140833333333332,-5.168541666666667,-2.7034791666666664,-2.0591041666666667,
2023-01-31,-2.598875,-2.446875,-2.1017916666666667,-4.298854166666667,-2.078125,-1.9096250000000001,
2023-02-01,-4.208916666666666,-3.848770833333333,-3.014291666666667,-4.1271875,-2.509729166666667,-1.7086875,
2023-02-02,-5.552770833333334,-5.083291666666667,-4.011645833333334,-4.324166666666667,-3.1865625000000004,-1.5930625,
2023-02-03,-5.844354166666666,-5.523729166666667,-4.7020625,-4.832625,-3.9187083333333335,-1.6360625000000002,
2023-02-04,-4.850750000000001,-4.6750625,-4.233333333333333,-5.044479166666667,-3.792895833333333,-1.7699375000000002,
2023-02-05,-5.805125,-5.222041666666667,-4.429395833333333,-5.050145833333334,-3.8358125,-1.8836875,
2023-02-06,-8.118020833333334,-6.9206875,-5.530166666666666,-5.314958333333333,-4.5417708333333335,-1.9762708333333334,
2023-02-07,-9.1949375,-7.9574375,-6.458729166666667,-5.790916666666667,-5.343729166666667,-2.105020833333333,
2023-02-08,-10.0081875,-9.014291666666667,-7.57,-6.461749999999999,-6.347979166666666,-2.3140625,
2023-02-09,-9.320083333333335,-8.623770833333333,-7.567895833333334,-6.972,-6.611000000000001,-2.6010208333333336,
2023-02-10,-11.139625,-10.177666666666667,-8.684645833333333,-7.367999999999999,-7.386729166666666,-2.8449166666666668,
2023-02-11,-11.212125,-10.276083333333334,-9.004916666666666,-7.997041666666667,-7.905458333333333,-3.1643958333333333,
2023-02-12,-11.92275,-10.804291666666666,-9.420020833333334,-8.316770833333333,-8.268520833333334,-3.4656875,
2023-02-13,-12.079541666666666,-11.180458333333334,-9.867229166666666,-8.676104166666667,-8.707270833333334,-3.735791666666666,
2023-02-14,-14.214416666666667,-12.731708333333332,-10.911875,-9.111083333333333,-9.442145833333333,-3.9935833333333335,
2023-02-15,-14.857541666666668,-13.589416666666667,-11.855270833333334,-9.7550625,-10.345291666666666,-4.3051458333333334,
2023-02-16,-11.955791666666668,-11.746729166666666,-11.058479166666666,-10.243625,-10.197291666666667,-4.7091875,
2023-02-17,-9.565416666666666,-9.713604166666666,-9.549645833333333,-10.068208333333333,-9.189937500000001,-5.031458333333333,
2023-02-18,-8.0056875,-8.096979166666666,-8.0588125,-9.3833125,-7.9453125,-5.168770833333333,
2023-02-19,-7.948458333333334,-7.964312499999999,-7.756625,-8.8828125,-7.495125000000001,-5.1545625,
2023-02-20,-6.90325,-7.018,-6.9502500000000005,-8.501125,-6.843374999999999,-5.088291666666667,
2023-02-21,-5.65825,-6.046208333333333,-6.229791666666667,-8.102645833333334,-6.264770833333333,-5.0084583333333335,
2023-02-22,-1.5065833333333334,-2.6008333333333336,-3.7125,-7.310854166666666,-4.5551875,-4.88075,
2023-02-23,1.5180208333333332,-0.6159583333333333,-1.5766041666666668,-5.9046875000000005,-2.5242708333333335,-4.605125,
2023-02-24,-0.038416666666666655,-1.8420416666666668,-1.835625,-5.096895833333334,-2.161208333333333,-4.1919375,
2023-02-25,-1.4934166666666666,-3.1620000000000004,-2.7323125000000004,-4.90375,-2.5794166666666665,-3.8121458333333336,
2023-02-26,-6.907583333333334,-7.013854166666667,-4.8735625,-5.0273125,-3.681645833333333,-3.5059375,
2023-02-27,-9.550062500000001,-9.107395833333333,-7.387770833333334,-6.098458333333333,-5.887520833333333,-3.404541666666667,
2023-02-28,-5.859395833333333,-6.353479166666666,-6.329854166666667,-7.0696666666666665,-5.981145833333334,-3.6305625,
2023-03-01,-6.730770833333334,-6.574437499999999,-5.678208333333333,-6.703333333333333,-5.194416666666666,-3.8128333333333333,
2023-03-02,-11.0755,-10.126083333333334,-8.245354166666667,-7.092791666666667,-6.792729166666667,-3.8290208333333333,
2023-03-03,-11.170645833333333,-10.677624999999999,-9.444541666666668,-8.2330625,-8.198604166666668,-4.053208333333333,
2023-03-04,-8.022145833333333,-8.245625,-8.151895833333333,-8.709458333333332,-7.761375,-4.422375,
2023-03-05,-4.218833333333333,-5.018958333333333,-5.841083333333334,-8.1548125,-6.1945625,-4.659562500000001,
2023-03-06,0.88225,-1.1321041666666667,-2.5685625,-6.8954375,-3.6941875,-4.650666666666667,
2023-03-07,1.7902916666666666,-0.5154375,-1.4534375,-5.609958333333334,-2.2986875,-4.3883125000000005,
2023-03-08,0.4941875,-1.1519375,-1.2957916666666667,-4.844145833333333,-1.7525208333333333,-4.010583333333334,
2023-03-09,-4.572708333333334,-5.10775,-3.798916666666667,-4.8207708333333334,-3.005020833333333,-3.660458333333333,
2023-03-10,-6.402958333333333,-6.739354166666666,-5.535125,-5.597958333333334,-4.538833333333334,-3.483833333333333,
2023-03-11,-6.837,-7.3395624999999995,-6.4225208333333335,-6.3927708333333335,-5.523458333333333,-3.5401458333333333,
2023-03-12,-7.181625,-7.691541666666667,-6.514645833333333,-6.782666666666667,-5.6806875,-3.7270000000000003,
2023-03-13,-9.7536875,-9.735479166666666,-8.527354166666667,-7.550666666666667,-7.295833333333333,-3.901229166666667,
2023-03-14,-9.886541666666668,-9.561354166666666,-8.445479166666667,-8.061625,-7.463020833333334,-4.176708333333333,
2023-03-15,-12.1555625,-11.559062500000001,-10.062333333333333,-8.734125,-8.691479166666667,-4.457708333333334,
2023-03-16,-13.220729166666667,-12.639791666666667,-11.1645625,-9.5791875,-9.7679375,-4.79625,
2023-03-17,-13.599812499999999,-13.124645833333332,-11.793999999999999,-10.298395833333332,-10.483354166666667,-5.1936875,
2023-03-18,-11.428145833333334,-11.482833333333334,-10.998791666666667,-10.69975,-10.298333333333334,-5.608479166666666,
2023-03-19,-10.3346875,-10.471416666666666,-10.145020833333334,-10.490583333333333,-9.639958333333334,-5.905375,
2023-03-20,-5.170645833333333,-6.064166666666666,-7.10125,-9.831479166666666,-7.6777083333333325,-6.085895833333333,
2023-03-21,-3.7900625,-4.5515625,-5.34275,-8.529979166666667,-5.920104166666667,-5.995375,
2023-03-22,-4.5800624999999995,-4.8210625,-4.705375,-7.550791666666666,-4.9273125,-5.714875,
2023-03-23,-7.387145833333334,-7.21875,-6.522083333333334,-7.523708333333334,-5.9785,-5.415791666666667,
2023-03-24,-8.446770833333334,-8.148791666666666,-7.371729166666667,-7.946833333333333,-6.719083333333333,-5.293708333333333,
2023-03-25,-5.641312500000001,-6.272083333333334,-6.745354166666666,-8.347229166666667,-6.741229166666667,-5.353750000000001,
2023-03-26,0.5501458333333333,-1.2972291666666667,-2.8654375,-7.3426875,-4.057625,-5.385604166666667,
2023-03-27,0.20381250000000004,-1.6071458333333333,-2.0491041666666665,-6.040666666666667,-2.7246875,-5.128791666666666,
2023-03-28,-2.394875,-3.8694791666666664,-3.365145833333333,-5.590333333333334,-3.1625208333333332,-4.744,
2023-03-29,-0.4287708333333333,-2.4685416666666664,-2.8268125000000004,-5.598270833333333,-3.055125,-4.479729166666667,
2023-03-30,-0.091625,-1.9592291666666668,-2.1557708333333334,-5.265416666666667,-2.4773333333333336,-4.284895833333333,
2023-03-31,-2.1847291666666666,-3.676895833333333,-3.0334375,-5.092375,-2.782375,-4.088854166666667,
2023-04-01,-1.4141666666666666,-3.2809166666666667,-3.2471041666666665,-5.280937499999999,-3.131895833333333,-3.946,
2023-04-02,-1.8179583333333333,-3.2894791666666667,-3.012375,-5.198604166666667,-2.923208333333333,-3.8623125,
2023-04-03,-2.6140833333333333,-3.9581458333333335,-3.6271458333333335,-5.332166666666667,-3.3534375,-3.7988750000000002,
2023-04-04,-3.405666666666667,-4.277833333333334,-3.6717291666666667,-5.421895833333333,-3.3898125,-3.772625,
2023-04-05,-7.549229166666667,-7.353291666666666,-5.862020833333333,-5.8222708333333335,-4.7633125000000005,-3.7582500000000003,
2023-04-06,-9.158687500000001,-8.678791666666667,-7.236416666666667,-6.666125,-6.0428749999999996,-3.8632291666666667,
2023-04-07,-11.222333333333333,-10.5228125,-8.762479166666667,-7.553041666666666,-7.327125,-4.095208333333333,
